Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Record Count,Record Count,Month-Year
,IV,Arrest-Felony,Monday,,,,PFA,,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,Needle / Spit / Bodily Fluids,,717111,East Precinct,2,Vehicle,912527537,3933235,Hispanic,Male,No,39,9130000000000000,Deadly,,,,,,,,Self-Initiated,,,,1,1,Jun-18
,IV,Arrest-Felony,Monday,,,,PFA,,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,Needle / Spit / Bodily Fluids,,351681,East Precinct,7,Vehicle,912527537,3933235,Hispanic,Male,No,39,9130000000000000,Deadly,,,,,,,,Self-Initiated,,,,1,1,Jun-18
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,Needle / Spit / Bodily Fluids,,132261,Central Precinct,2,,568536973,470494,Black,Female,No,22,569007467,Aggressive,,,,,,,,Self-Initiated,Yes,,,1,1,Apr-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,Needle / Spit / Bodily Fluids,,1081450,North Precinct,10,,568536973,470494,Black,Female,No,22,569007467,Aggressive,,,,,,,,Self-Initiated,Yes,,,1,1,Apr-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,,No weapon (unarmed),1020641,Central Precinct,9,,409547311,173040,White,Male,Yes,59,409720351,Active,,,,,,,,Dispatched,Yes,,,1,1,May-20
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1099151,East Precinct,4,,180559149,430412,White,Male,No,35,180989561,Active,,,,,,,,Dispatched,Yes,,,1,1,Dec-21
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),392581,East Precinct,10,,180559149,430412,White,Male,No,35,180989561,Active,,,,,,,,Dispatched,Yes,,,1,1,Dec-21
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,Yes,,No weapon (unarmed),430191,Central Precinct,2,,509539972,3632201,Black,Male,Yes,29,513172173,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,Yes,,No weapon (unarmed),784021,Central Precinct,4,,509539972,3632201,Black,Male,Yes,29,513172173,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,1200-1759,Vandalism,VANDALISM - PRIORITY,,No,,,212461,East Precinct,9,,293525840,456086,Black,Male,No,29,456000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jan-18
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,1200-1759,Vandalism,VANDALISM - PRIORITY,,No,,,713409,East Precinct,16,,293525840,456086,Black,Male,No,29,456000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jan-18
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,1800-2359,Assist,FIRE RELATED,,,,No weapon (unarmed),910631,North Precinct,10,,990556377,506116,White,Female,Yes,30,991062493,Active,,,,,,,,Dispatched,,,,1,1,Mar-21
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,,,,,685512,East Precinct,5,Biting,401555711,1813173,Black,Female,Yes,39,403368884,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Jan-21
,IV,Arrest-Felony,Monday,,,,Resisted HC,,,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,,,,,551100,East Precinct,14,Biting,401555711,1813173,Black,Female,Yes,39,403368884,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Jan-21
,IV,Arrest-Felony,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),884731,Central Precinct,6,,802536075,697462,Black,Male,Yes,27,803233537,Active,Active,,,,,,,Self-Initiated,,Yes,,1,1,Feb-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,Yes,,No weapon (unarmed),461691,Central Precinct,5,,509539972,3632201,Black,Male,Yes,29,513172173,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Dec-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),819521,North Precinct,8,,282519010,447596,Hispanic,Male,Yes,34,448000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),990840,North Precinct,14,,282519010,447596,Hispanic,Male,Yes,34,448000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,,,,Resisted HC,Resisted HC,,,,,,,1800-2359,Assist,FIRE RELATED,,,,No weapon (unarmed),808220,North Precinct,14,,990556377,506116,White,Female,Yes,30,991062493,Active,Active,,,,,,,Dispatched,,,,1,1,Mar-21
,IV,Arrest-Felony,Monday,,,,Resisted HC,Takedown (IV),,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,Needle / Spit / Bodily Fluids,,742219,North Precinct,17,,568536973,470494,Black,Female,No,22,569007467,Aggressive,Aggressive,,,,,,,Self-Initiated,Yes,,,1,1,Apr-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,Takedown (IV),Control Against Resistance,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,Needle / Spit / Bodily Fluids,,542698,Central Precinct,13,,568536973,470494,Black,Female,No,22,569007467,Aggressive,Aggressive,Aggressive,,,,,,Self-Initiated,Yes,,,1,1,Apr-19
,IV,Arrest-Felony,Monday,,,,Resisted HC,Takedown (IV),Control Against Resistance,Resisted HC,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1087151,North Precinct,1,,322527191,468560,Black,Female,Yes,26,323000000000000,Active,Active,Active,Active,,,,,Dispatched,,,,1,1,May-18
,IV,Arrest-Felony,Monday,,,,Resisted HC,Takedown (IV),Resisted HC,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),990840,North Precinct,14,,322527191,468560,Black,Female,Yes,26,323000000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,May-18
,IV,Arrest-Felony,Monday,,,,Strikes/kicks,Strikes/kicks,Strikes/kicks,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),514689,East Precinct,15,,64537788,540376,White,Female,Yes,29,65078164,Active,Active,Active,,,,,,Self-Initiated,,,,1,1,Jun-19
,IV,Arrest-Felony,Monday,,,,Takedown,Resisted HC,,,,,,,-,Subject Stop,PERSON CONTACT (86),,No,,No weapon (unarmed),461691,Central Precinct,3,,742518935,251589,Black,Male,No,46,252000000000000,Active,Active,,,,,,,Self-Initiated,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,,,,Takedown (IV),,,,,,,,0000-0559,Vandalism,VANDALISM - PRIORITY,,,,,544502,Central Precinct,1,,575557503,3994154,Black,Male,Yes,32,579551657,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jul-21
,IV,Arrest-Felony,Monday,,,,Takedown (IV),,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),574201,East Precinct,2,,291545740,593181,Black,Male,Yes,33,292138921,Active,,,,,,,,Self-Initiated,,,,1,1,Jan-20
,IV,Arrest-Felony,Monday,,,,Takedown (IV),,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),911231,East Precinct,2,,291545740,593181,Black,Male,Yes,33,292138921,Active,,,,,,,,Self-Initiated,,,,1,1,Jan-20
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,0600-1159,Robbery,ROBBERY - WITH WEAPON *H,,,,,213461,East Precinct,3,,66536388,357685,White,Male,No,27,66894073,Aggressive,,,,,,,,Dispatched,,,,1,1,Mar-19
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,0600-1159,Threat,THREAT - WITH WEAPON *H,,,,,387978,North Precinct,25,,200527979,3945371,Black,Male,No,18,2010000000000000,Deadly,,,,,,,,Dispatched,,,,1,1,Jul-18
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,,,256472,East Precinct,1,,94548978,1242574,Hispanic,Male,No,50,95791552,Passive,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Nov-20
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,,,1031451,Traffic,1,,94548978,1242574,Hispanic,Male,No,50,95791552,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Nov-20
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - PRIORITY,,,,,571201,East Precinct,3,,483556732,536549,Hispanic,Male,No,28,484093281,Aggressive,,,,,,,,Dispatched,Yes,Yes,,1,1,Apr-21
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - PRIORITY,,,,,572201,East Precinct,3,,483556732,536549,Hispanic,Male,No,28,484093281,Aggressive,,,,,,,,Dispatched,Yes,Yes,,1,1,Apr-21
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - PRIORITY,,,,,371581,East Precinct,10,,483556732,536549,Hispanic,Male,No,28,484093281,Aggressive,,,,,,,,Dispatched,Yes,Yes,,1,1,Apr-21
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,606800,Central Precinct,14,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,379280,East Precinct,10,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,353581,North Precinct,7,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,972440,North Precinct,9,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,779419,TOD,16,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,836128,TOD,24,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,198958,Traffic,27,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,789020,East Precinct,12,,419519422,409042,Asian,Male,No,39,409000000000000,Passive,,,,,,,,Dispatched,,,,1,1,Nov-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,648809,East Precinct,21,,419519422,409042,Asian,Male,No,39,409000000000000,Passive,,,,,,,,Dispatched,,Yes,,1,1,Nov-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,,,415579,East Precinct,22,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,Firearm,,,PFA,PFA,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,,839328,Central Precinct,24,,908518926,1886349,Black,Male,No,28,1890000000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Oct-17
,IV,Arrest-Felony,Monday,,,Firearm - Replica,PFA,,,,,,,,0600-1159,Threat,THREAT - PRIORITY,,,,,434090,Family Services,13,,927528067,438743,White,Male,No,35,928000000000000,Passive,,,,,,,,Dispatched,,Yes,,1,1,Jul-18
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),483291,North Precinct,1,,744540125,228148,Black,Male,No,47,744768273,Passive,,,,,,,,Dispatched,Yes,,,1,1,Dec-19
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,No,,No weapon (unarmed),1122850,East Precinct,1,,976525837,531608,White,Male,No,32,532000000000000,Passive,,,,,,,,Dispatched,Yes,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,No,,No weapon (unarmed),797721,East Precinct,6,,976525837,531608,White,Male,No,32,532000000000000,Passive,,,,,,,,Dispatched,Yes,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),650511,Central Precinct,11,,539549153,4163921,Black,Male,Yes,57,543713074,Passive,,,,,,,,Self-Initiated,,,,1,1,Nov-20
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),843230,Central Precinct,13,,539549153,4163921,Black,Male,Yes,57,543713074,Passive,,,,,,,,Self-Initiated,,,,1,1,Nov-20
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,1200-1759,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,,,973138,East Precinct,26,,315527631,450308,Black,Male,No,25,316000000000000,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jun-18
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,1800-2359,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,,No weapon (unarmed),571201,East Precinct,4,,19559218,3721637,White,Female,No,36,23280855,Active,,,,,,,,Dispatched,,,,1,1,Dec-21
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,1800-2359,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,,No weapon (unarmed),937241,East Precinct,4,,19559218,3721637,White,Female,No,36,23280855,Active,,,,,,,,Dispatched,,,,1,1,Dec-21
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),1105751,East Precinct,1,,895518926,540870,Hispanic,Male,No,28,541000000000000,Passive,,,,,,,,Dispatched,Yes,,,1,1,Oct-17
,IV,Arrest-Misdemeanor,Monday,,,,Box-in VIS,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),915631,East Precinct,6,,895518926,540870,Hispanic,Male,No,28,541000000000000,Passive,,,,,,,,Dispatched,Yes,,,1,1,Oct-17
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1031451,East Precinct,2,,980557797,1642710,White,Male,No,24,982200507,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Aug-21
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),614401,Central Precinct,1,,272549170,3932609,Black,Female,No,21,276481779,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),674411,Central Precinct,1,,272549170,3932609,Black,Female,No,21,276481779,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Other,DETAIL,,,,No weapon (unarmed),198958,Transit (PPB Only),28,,227526500,3698853,White,Female,Yes,35,3700000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Mar-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Theft,THEFT - SUBJECT IN CUSTODY,,,,No weapon (unarmed),933241,Central Precinct,1,,57526928,1959620,White,Female,No,37,575000000000000,Active,,,,,,,,Dispatched,,,,1,1,Apr-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Theft,THEFT - SUBJECT IN CUSTODY,,,,No weapon (unarmed),847629,Central Precinct,21,,57526928,1959620,White,Female,No,37,575000000000000,Active,,,,,,,,Dispatched,,,,1,1,Apr-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),884731,Central Precinct,6,,115538159,465560,White,Female,Yes,33,116003719,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),856431,Training,0,,115538159,465560,White,Female,Yes,33,116003719,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,,No weapon (unarmed),805020,East Precinct,15,,574556233,588172,Hispanic,Male,Yes,33,575144405,Active,,,,,,,,Dispatched,Yes,,,1,1,Mar-21
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,,No weapon (unarmed),911231,Central Precinct,1,,65528778,573424,Native American,Male,Yes,46,65500000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Sep-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,,No weapon (unarmed),164861,Central Precinct,4,,65528778,573424,Native American,Male,Yes,46,65500000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Sep-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),551100,,13,,915538257,596055,Black,Female,No,20,916134312,Active,,,,,,,,Dispatched,,,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),836731,East Precinct,3,,915538257,596055,Black,Female,No,20,916134312,Passive,,,,,,,,Dispatched,,,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,,,148661,Central Precinct,7,,486529392,575061,Asian,Male,Yes,32,487000000000000,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,,,670208,Central Precinct,26,,486529392,575061,Asian,Male,Yes,32,487000000000000,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,,No weapon (unarmed),884231,Central Precinct,1,,547529303,1726652,White,Female,Yes,25,5480000000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,,No weapon (unarmed),650810,Central Precinct,15,,547529303,1726652,White,Female,Yes,25,5480000000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),483291,North Precinct,1,,488540062,4043367,White,Female,Yes,24,492583429,Active,,,,,,,,Dispatched,,Yes,,1,1,Dec-19
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,,No weapon (unarmed),551100,East Precinct,14,,591549373,3427227,Hispanic,Female,No,26,594976600,Active,,,,,,,,Dispatched,Yes,,,1,1,Dec-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),1044050,Central Precinct,11,,473526422,465560,White,Female,Yes,32,466000000000000,Active,,,,,,,,Dispatched,,Yes,,1,1,Mar-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),486291,East Precinct,3,,157556929,428985,Black,Female,No,35,157985914,Active,Active,,,,,,,Self-Initiated,Yes,,,1,1,May-21
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),630311,East Precinct,3,,157556929,428985,Black,Female,No,35,157985914,Active,Active,,,,,,,Self-Initiated,Yes,,,1,1,May-21
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Other,DETAIL,,,,No weapon (unarmed),748120,Transit (PPB Only),13,,998529857,2018064,White,Female,No,16,9990000000000000,Active,Active,,,,,,,Self-Initiated,,,,1,1,Dec-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,,,673111,Central Precinct,2,,457526762,569699,White,Male,No,33,458000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Apr-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Harassment,HARASSMENT - COLD,,,,No weapon (unarmed),588301,Central Precinct,2,,544546963,161061,White,Male,Yes,59,544708024,Active,Aggressive,,,,,,,Dispatched,Yes,,,1,1,Apr-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,,,275971,Central Precinct,0,,457526762,569699,White,Male,No,33,458000000000000,Active,Active,Active,,,,,,Dispatched,Yes,,,1,1,Apr-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Assist,FIRE RELATED,,,,,861531,Central Precinct,10,,311546640,631238,White,Female,Yes,27,312177878,Active,Active,,,,,,,Self-Initiated,,Yes,Weapon Present or reported but not used or threatened use,1,1,Mar-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Assist,FIRE RELATED,,,,,542698,Central Precinct,14,,311546640,631238,White,Female,Yes,27,312177878,Active,Active,,,,,,,Self-Initiated,,Yes,Weapon Present or reported but not used or threatened use,1,1,Mar-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - PRIORITY,,Yes,,,971440,Transit (PPB Only),13,,277537150,289752,Black,Male,No,33,277826902,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,May-19
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),490391,Central Precinct,1,,124548359,4154622,White,Female,No,21,128702981,Active,Active,,,,,,,Dispatched,,,,1,1,Aug-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),775521,Central Precinct,10,,124548359,4154622,White,Female,No,21,128702981,Active,Active,,,,,,,Dispatched,,,,1,1,Aug-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),551100,East Precinct,12,,981527197,1900560,Hispanic,Male,No,29,9820000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,May-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),756219,East Precinct,19,,981527197,1900560,Hispanic,Male,No,29,9820000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,May-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),557502,Central Precinct,1,,284558380,389336,White,Male,Yes,31,284947716,Active,Active,,,,,,,Dispatched,,,,1,1,Sep-21
