Block Address,Incident Number,Neighborhood,Occur 2hr Time,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,CasingsRecovered,X,Y
900 BLOCK OF NW NAITO PKWY,21-1303,Old Town/Chinatown,2200 - 2400,12,2021,12/24/2021,True,Central,45.530086834,-122.675583463,1,"7,644,640","686,863"
900 BLOCK OF NW NAITO PKWY,22-0381,Old Town/Chinatown,0400 - 0600,3,2022,3/28/2022,False,Central,45.530086834,-122.675583463,0,"7,644,640","686,863"
500 BLOCK OF NE HOLLADAY ST,20-0900,Lloyd,0800 - 1000,12,2020,12/25/2020,True,North,45.530095324,-122.660152827,0,"7,648,593","686,760"
500 BLOCK OF NE HOLLADAY ST,21-0418,Lloyd,0200 - 0400,5,2021,5/18/2021,True,North,45.530095324,-122.660152827,0,"7,648,593","686,760"
1100 BLOCK OF NE HOLLADAY ST,20-0787,Sullivan's Gulch,1800 - 2000,11,2020,11/23/2020,True,North,45.530096845,-122.654078892,3,"7,650,149","686,719"
300 BLOCK OF NE HOLLADAY ST,20-0537,Lloyd,0000 - 0200,9,2020,9/9/2020,True,North,45.530101118,-122.662179015,20,"7,648,074","686,776"
300 BLOCK OF NE HOLLADAY ST,21-1234,Lloyd,0800 - 1000,12,2021,12/6/2021,False,North,45.530101118,-122.662179015,0,"7,648,074","686,776"
NW LOVEJOY ST / NW 9TH AVE,22-0289,Pearl,0200 - 0400,3,2022,3/10/2022,True,Central,45.530128538,-122.680331867,8,"7,643,424","686,911"
1000 BLOCK OF NW 22ND AVE,20-0745,Northwest,2200 - 2400,11,2020,11/8/2020,True,North,45.530182592,-122.696655065,0,"7,639,243","687,044"
1000 BLOCK OF NW 22ND AVE,21-0829,Northwest,1000 - 1200,8,2021,8/25/2021,True,North,45.530182592,-122.696655065,0,"7,639,243","687,044"
NE HOLLADAY ST / NE 79TH AVE,21-1020,Montavilla,0800 - 1000,10,2021,10/9/2021,False,East,45.530188636,-122.581960375,0,"7,668,625","686,268"
5600 BLOCK OF NE HASSALO ST,19-0294,Rose City Park,0000 - 0200,9,2019,9/8/2019,False,North,45.530189138,-122.605725023,0,"7,662,537","686,426"
12000 BLOCK OF NE HOLLADAY ST,20-0045,Hazelwood,0600 - 0800,1,2020,1/25/2020,False,East,45.530247994,-122.538708063,9,"7,679,706","686,007"
11900 BLOCK OF NE HOLLADAY ST,20-0559,Hazelwood,2000 - 2200,9,2020,9/15/2020,False,East,45.530330363,-122.539632238,1,"7,679,470","686,043"
900 BLOCK OF N THUNDERBIRD WAY,19-0028,Lloyd,0800 - 1000,1,2019,1/27/2019,False,North,45.530359203,-122.669012378,0,"7,646,326","686,917"
1000 BLOCK OF NW 12TH AVE,19-0019,Pearl,1600 - 1800,1,2019,1/20/2019,False,Central,45.530427929,-122.683349176,1,"7,642,654","687,041"
1000 BLOCK OF NE 2ND AVE,22-0247,Lloyd,1800 - 2000,2,2022,2/26/2022,True,North,45.530430691,-122.663764728,1,"7,647,671","686,907"
NE 55TH AVE / NE HASSALO ST,22-0219,Rose City Park,2000 - 2200,2,2022,2/19/2022,True,North,45.530463319,-122.607530829,10,"7,662,077","686,538"
1000 BLOCK OF NW 9TH AVE,20-0155,Pearl,2200 - 2400,4,2020,4/17/2020,False,Central,45.530485991,-122.680290945,3,"7,643,438","687,041"
1000 BLOCK OF NE 90TH AVE,20-0584,Montavilla,0000 - 0200,9,2020,9/20/2020,False,East,45.530555701,-122.571516296,0,"7,671,304","686,333"
6300 BLOCK OF NE WILLOW ST,19-0451,North Tabor,1200 - 1400,9,2019,9/9/2019,False,East,45.530634486,-122.598176441,0,"7,664,475","686,538"
1700 BLOCK OF NW MARSHALL ST,21-1329,Northwest,2200 - 2400,12,2021,12/1/2021,False,Central,45.530635992,-122.688997979,1,"7,641,209","687,156"
NE HASSALO ST / NE GRAND AVE,21-0247,Lloyd,2000 - 2200,3,2021,3/23/2021,False,North,45.530791064,-122.660651641,14,"7,648,472","687,017"
800 BLOCK OF NW MARSHALL ST,21-0370,Pearl,0400 - 0600,5,2021,5/7/2021,True,Central,45.530798756,-122.680002374,0,"7,643,515","687,153"
NE MULTNOMAH ST / NE 1ST AVE,20-0684,Lloyd,0000 - 0200,9,2020,9/9/2020,False,North,45.530802085,-122.664731375,0,"7,647,427","687,049"
9100 BLOCK OF NE HASSALO ST,21-1220,Montavilla,0200 - 0400,12,2021,12/4/2021,False,East,45.530861359,-122.569321951,15,"7,671,869","686,430"
9100 BLOCK OF NE HASSALO ST,22-0014,Montavilla,0200 - 0400,1,2022,1/3/2022,False,East,45.530861359,-122.569321951,0,"7,671,869","686,430"
1100 BLOCK OF NE 99TH AVE,20-0295,Hazelwood,1600 - 1800,7,2020,7/4/2020,False,East,45.530904206,-122.562359608,0,"7,673,653","686,400"
8700 BLOCK OF NE HASSALO ST,20-0112,Montavilla,2000 - 2200,3,2020,3/20/2020,True,East,45.530932149,-122.573157811,11,"7,670,887","686,481"
6000 BLOCK OF NE HASSALO ST,19-0064,Rose City Park,0000 - 0200,2,2019,2/26/2019,False,North,45.530954035,-122.601709281,16,"7,663,573","686,678"
1100 BLOCK OF NE 102ND AVE,20-0782,Hazelwood,0200 - 0400,11,2020,11/23/2020,False,East,45.530955058,-122.558145642,1,"7,674,733","686,391"
8300 BLOCK OF NE HASSALO ST,20-0108,Montavilla,1200 - 1400,3,2020,3/17/2020,True,East,45.530986219,-122.577000880,1,"7,669,903","686,526"
NE 60TH AVE / NE HASSALO ST,19-0205,Rose City Park,2200 - 2400,7,2019,7/4/2019,False,North,45.530999951,-122.602198929,16,"7,663,448","686,698"
1100 BLOCK OF NE 161ST AVE,22-0106,Wilkes,0200 - 0400,1,2022,1/30/2022,False,East,45.531010790,-122.497456120,0,"7,690,281","686,021"
1100 BLOCK OF NE 120TH AVE,21-1208,Hazelwood,0800 - 1000,11,2021,11/19/2021,False,East,45.531061216,-122.539108101,1,"7,679,611","686,306"
1100 BLOCK OF NE 9TH AVE,20-0241,Lloyd,0200 - 0400,6,2020,6/14/2020,False,North,45.531135074,-122.656651764,1,"7,649,500","687,115"
1100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,21-0523,Lloyd,0200 - 0400,6,2021,6/17/2021,True,North,45.531154800,-122.661735091,0,"7,648,198","687,157"
1100 BLOCK OF NE 82ND AVE,21-0308,Montavilla,0000 - 0200,4,2021,4/15/2021,False,East,45.531274751,-122.579099848,2,"7,669,368","686,645"
EB I84 FWY TO / SB I205 FWY,22-0287,Montavilla,2000 - 2200,3,2022,3/8/2022,False,East,45.531313974,-122.570544652,0,"7,671,560","686,603"
1700 BLOCK OF NE MULTNOMAH ST,19-0013,Sullivan's Gulch,0000 - 0200,1,2019,1/13/2019,True,North,45.531409016,-122.648031139,19,"7,651,711","687,156"
1700 BLOCK OF NE MULTNOMAH ST,19-0414,Sullivan's Gulch,0000 - 0200,12,2019,12/22/2019,True,North,45.531409016,-122.648031139,36,"7,651,711","687,156"
500 BLOCK OF NE MULTNOMAH ST,20-0542,Lloyd,2000 - 2200,9,2020,9/3/2020,False,North,45.531461857,-122.660142366,0,"7,648,609","687,258"
500 BLOCK OF NE MULTNOMAH ST,21-0936,Lloyd,1200 - 1400,9,2021,9/21/2021,True,North,45.531461857,-122.660142366,0,"7,648,609","687,258"
500 BLOCK OF NE MULTNOMAH ST,22-0194,Lloyd,2200 - 2400,2,2022,2/16/2022,False,North,45.531461857,-122.660142366,6,"7,648,609","687,258"
NE MULTNOMAH ST / NE 13TH AVE,19-0184,Sullivan's Gulch,1600 - 1800,6,2019,6/16/2019,False,North,45.531478322,-122.652538608,7,"7,650,557","687,212"
NE MULTNOMAH ST / NE 13TH AVE,21-0851,Sullivan's Gulch,2000 - 2200,8,2021,8/31/2021,True,North,45.531478322,-122.652538608,1,"7,650,557","687,212"
1200 BLOCK OF NE 111TH AVE,21-0268,Hazelwood,0400 - 0600,3,2021,3/28/2021,False,East,45.531588120,-122.548202789,2,"7,677,286","686,557"
100 BLOCK OF N DREXLER DR,21-1084,Lloyd,0000 - 0200,10,2021,10/18/2021,False,North,45.531621279,-122.668576539,0,"7,646,450","687,374"
1200 BLOCK OF NE 102ND AVE,20-0449,Hazelwood,1800 - 2000,8,2020,8/20/2020,False,East,45.531676268,-122.558011742,22,"7,674,774","686,653"
1200 BLOCK OF NE 102ND AVE,21-0121,Hazelwood,2000 - 2200,2,2021,2/4/2021,False,East,45.531676268,-122.558011742,4,"7,674,774","686,653"
1200 BLOCK OF NE 102ND AVE,21-0269,Hazelwood,2200 - 2400,3,2021,3/29/2021,True,East,45.531676268,-122.558011742,1,"7,674,774","686,653"
NE 82ND AVE / NE MULTNOMAH ST,21-1290,Montavilla,0200 - 0400,12,2021,12/21/2021,False,East,45.531704229,-122.579017987,11,"7,669,393","686,801"
NE MULTNOMAH ST / NE 31ST AVE,19-0124,Kerns,0200 - 0400,4,2019,4/28/2019,False,Central,45.531722670,-122.632810831,0,"7,655,613","687,167"
2200 BLOCK OF LLOYD CENTER,19-0157,Lloyd,1400 - 1600,5,2019,5/24/2019,False,North,45.531806118,-122.652469060,7,"7,650,578","687,331"
2200 BLOCK OF LLOYD CENTER,21-0528,Lloyd,0000 - 0200,6,2021,6/18/2021,False,North,45.531806118,-122.652469060,0,"7,650,578","687,331"
1200 BLOCK OF NE 76TH AVE,22-0103,Montavilla,0000 - 0200,1,2022,1/31/2022,True,East,45.531879937,-122.584766649,9,"7,667,922","686,903"
1200 BLOCK OF NE 79TH AVE,21-0698,Montavilla,1600 - 1800,7,2021,7/21/2021,False,East,45.531899563,-122.582019218,11,"7,668,626","686,892"
1200 BLOCK OF NW NAITO PKWY,20-0145,Pearl,1600 - 1800,4,2020,4/12/2020,False,Central,45.532041488,-122.678273888,0,"7,643,970","687,594"
NE WASCO ST / NE 107TH PL,21-0389,Hazelwood,2200 - 2400,5,2021,5/12/2021,False,East,45.532075997,-122.552381625,18,"7,676,220","686,762"
N INTERSTATE AVE / N THUNDERBIRD WAY,20-0407,Lloyd,2000 - 2200,8,2020,8/7/2020,True,North,45.532086614,-122.671104424,0,"7,645,807","687,561"
NE 128TH AVE / NE WASCO ST,21-0642,Hazelwood,1000 - 1200,7,2021,7/12/2021,False,East,45.532106866,-122.531186261,0,"7,681,650","686,636"
NE GRAND AVE / NE WASCO ST,20-0372,Lloyd,1200 - 1400,7,2020,7/25/2020,False,North,45.532217768,-122.660651291,0,"7,648,486","687,537"
1100 BLOCK OF NW OVERTON ST,20-0291,Pearl,0200 - 0400,7,2020,7/5/2020,False,Central,45.532256918,-122.682970586,0,"7,642,769","687,705"
400 BLOCK OF NE WASCO ST,22-0225,Lloyd,2000 - 2200,2,2022,2/21/2022,False,North,45.532265955,-122.661152804,1,"7,648,358","687,558"
900 BLOCK OF NW OVERTON ST,21-0128,Pearl,2200 - 2400,2,2021,2/2/2021,False,Central,45.532290465,-122.680914585,0,"7,643,296","687,703"
1300 BLOCK OF NE 122ND AVE,20-0459,Hazelwood,0000 - 0200,8,2020,8/25/2020,False,East,45.532317537,-122.537728413,6,"7,679,976","686,755"
NE 28TH AVE / NE WASCO ST,20-0778,Sullivan's Gulch,1200 - 1400,11,2020,11/22/2020,False,North,45.532334446,-122.637096677,13,"7,654,521","687,419"
12400 BLOCK OF NE WASCO ST,21-1142,Hazelwood,2200 - 2400,11,2021,11/9/2021,False,East,45.532365629,-122.535633907,0,"7,680,513","686,759"
NE 82ND AVE / NE WASCO ST,19-0039,Montavilla,1800 - 2000,2,2019,2/4/2019,False,East,45.532406402,-122.579028088,2,"7,669,397","687,057"
1300 BLOCK OF NE 68TH AVE,20-0507,North Tabor,0200 - 0400,9,2020,9/2/2020,False,East,45.532590441,-122.592771861,1,"7,665,878","687,215"
1300 BLOCK OF NE 81ST AVE,20-0371,Montavilla,0600 - 0800,8,2020,8/3/2020,True,East,45.532623629,-122.580062708,0,"7,669,134","687,143"
SB I205 FWY AT / EB I84 FWY,20-0953,Montavilla,2200 - 2400,8,2020,8/9/2020,True,North,45.532653475,-122.564866843,0,"7,673,027","687,054"
SB I205 FWY AT / EB I84 FWY,21-0864,Montavilla,0600 - 0800,8,2021,8/31/2021,False,North,45.532653475,-122.564866843,0,"7,673,027","687,054"
8800 BLOCK OF NE CLACKAMAS ST,19-0254,Madison South,0200 - 0400,8,2019,8/10/2019,False,East,45.532755297,-122.572014253,0,"7,671,197","687,138"
10200 BLOCK OF NE CLACKAMAS ST,21-0313,Hazelwood,1600 - 1800,4,2021,4/16/2021,False,East,45.532830625,-122.557436812,0,"7,674,932","687,070"
1300 BLOCK OF NE 162ND AVE,21-1198,,2200 - 2400,11,2021,11/23/2021,True,East,45.532930170,-122.495938796,0,"7,690,687","686,711"
1300 BLOCK OF NE 162ND AVE,21-1335,,2000 - 2200,10,2021,10/4/2021,False,East,45.532930170,-122.495938796,1,"7,690,687","686,711"
1400 BLOCK OF NE 82ND AVE,19-0164,Montavilla,1800 - 2000,5,2019,5/30/2019,False,East,45.533091277,-122.579084400,9,"7,669,389","687,307"
1400 BLOCK OF NW 13TH AVE,19-0278,Pearl,0200 - 0400,8,2019,8/30/2019,False,Central,45.533255021,-122.684590025,1,"7,642,364","688,080"
1400 BLOCK OF NE 134TH AVE,20-0697,Hazelwood,2000 - 2200,10,2020,10/23/2020,False,East,45.533256751,-122.525414869,2,"7,683,139","687,018"
1400 BLOCK OF NE 81ST AVE,21-0480,Montavilla,1000 - 1200,6,2021,6/6/2021,True,East,45.533271178,-122.580059109,1,"7,669,141","687,379"
1400 BLOCK OF NE GRAND AVE,19-0203,Lloyd,2000 - 2200,7,2019,7/3/2019,False,North,45.533286806,-122.660703691,0,"7,648,483","687,927"
EB I84 FWY AT / NE 82ND AVE EXIT,21-0384,Montavilla,2200 - 2400,5,2021,5/12/2021,False,East,45.533349214,-122.579082135,0,"7,669,392","687,401"
NE 111TH AVE / NE HALSEY ST,20-0751,Parkrose Heights,0200 - 0400,11,2020,11/11/2020,False,East,45.533468577,-122.549063085,2,"7,677,083","687,248"
8800 BLOCK OF NE HALSEY ST,21-0693,Madison South,2000 - 2200,7,2021,7/27/2021,False,East,45.533473074,-122.572376171,11,"7,671,111","687,402"
10500 BLOCK OF NE HALSEY ST,20-0480,Hazelwood,2000 - 2200,8,2020,8/27/2020,True,East,45.533473428,-122.554017047,0,"7,675,814","687,282"
11400 BLOCK OF NE HALSEY ST,21-0506,Hazelwood,1600 - 1800,6,2021,6/12/2021,True,East,45.533480277,-122.544246357,0,"7,678,317","687,221"
WB I84 FWY AT / NE 82ND AVE,22-0303,Madison South,0000 - 0200,3,2022,3/13/2022,False,East,45.533487643,-122.579013034,26,"7,669,411","687,451"
10000 BLOCK OF NE HALSEY ST,19-0131,Hazelwood,1400 - 1600,5,2019,5/3/2019,False,East,45.533490931,-122.560396329,16,"7,674,180","687,330"
10000 BLOCK OF NE HALSEY ST,21-0895,Hazelwood,1000 - 1200,9,2021,9/12/2021,False,East,45.533490931,-122.560396329,2,"7,674,180","687,330"
NE HALSEY ST / NE 104TH AVE,21-1156,Parkrose Heights,1600 - 1800,11,2021,11/13/2021,False,East,45.533529596,-122.555479064,3,"7,675,440","687,312"
10800 BLOCK OF NE HALSEY ST,19-0091,Parkrose Heights,0200 - 0400,3,2019,3/25/2019,True,East,45.533531139,-122.550939117,1,"7,676,603","687,283"
10800 BLOCK OF NE HALSEY ST,21-1311,Parkrose Heights,2000 - 2200,12,2021,12/28/2021,False,East,45.533531139,-122.550939117,90,"7,676,603","687,283"
10800 BLOCK OF NE HALSEY ST,22-0326,Parkrose Heights,0000 - 0200,3,2022,3/18/2022,False,East,45.533531139,-122.550939117,5,"7,676,603","687,283"
NE 102ND AVE / NE HALSEY ST,19-0256,Woodland Park,1200 - 1400,8,2019,8/12/2019,True,East,45.533535612,-122.558055726,0,"7,674,780","687,331"
NE 102ND AVE / NE HALSEY ST,19-0388,Woodland Park,1600 - 1800,12,2019,12/1/2019,True,East,45.533535612,-122.558055726,0,"7,674,780","687,331"
NE 102ND AVE / NE HALSEY ST,21-0429,Woodland Park,1800 - 2000,5,2021,5/22/2021,True,East,45.533535612,-122.558055726,0,"7,674,780","687,331"
NE HALSEY ST / NE 119TH AVE,20-0819,Hazelwood,1600 - 1800,11,2020,11/30/2020,False,East,45.533541774,-122.540786001,10,"7,679,204","687,221"
10700 BLOCK OF NE HALSEY ST,21-0887,Parkrose Heights,1400 - 1600,9,2021,9/8/2021,False,East,45.533544497,-122.552188783,36,"7,676,283","687,296"
NE 122ND AVE / NE HALSEY ST,20-0853,Russell,1000 - 1200,12,2020,12/8/2020,True,East,45.533572958,-122.537636848,29,"7,680,011","687,212"
NE 122ND AVE / NE HALSEY ST,21-0633,Russell,1000 - 1200,7,2021,7/7/2021,False,East,45.533572958,-122.537636848,1,"7,680,011","687,212"
NE 72ND AVE / NE HALSEY ST,21-0543,Montavilla,0000 - 0200,6,2021,6/23/2021,False,East,45.533596277,-122.589361929,6,"7,666,761","687,559"
NE 72ND AVE / NE HALSEY ST,21-1301,Montavilla,0200 - 0400,12,2021,12/24/2021,True,East,45.533599018,-122.589362030,0,"7,666,761","687,560"
15800 BLOCK OF NE HALSEY ST,21-0364,Wilkes,0400 - 0600,5,2021,5/5/2021,False,East,45.533620130,-122.499491944,2,"7,689,783","686,985"
15900 BLOCK OF NE HALSEY ST,21-1268,Wilkes,0400 - 0600,12,2021,12/14/2021,False,East,45.533620467,-122.498683902,1,"7,689,990","686,980"
16100 BLOCK OF NE HALSEY ST,20-0862,Wilkes,1800 - 2000,12,2020,12/13/2020,False,East,45.533621809,-122.496712612,8,"7,690,495","686,968"
16100 BLOCK OF NE HALSEY ST,21-1153,Wilkes,2000 - 2200,11,2021,11/15/2021,False,East,45.533621809,-122.496712612,7,"7,690,495","686,968"
15000 BLOCK OF NE HALSEY ST,20-0495,Wilkes,1000 - 1200,8,2020,8/30/2020,False,East,45.533633555,-122.508006269,10,"7,687,602","687,044"
7400 BLOCK OF NE HALSEY ST,21-0493,Montavilla,2200 - 2400,6,2021,6/9/2021,False,East,45.533642955,-122.586490487,3,"7,667,497","687,557"
800 BLOCK OF NE HALSEY ST,20-0126,Lloyd,1800 - 2000,4,2020,4/2/2020,False,North,45.533670178,-122.657091614,0,"7,649,412","688,042"
NE HALSEY ST / NE 148TH AVE,22-0184,Wilkes,1400 - 1600,2,2022,2/15/2022,True,East,45.533681905,-122.509007315,3,"7,687,346","687,068"
4400 BLOCK OF NE HALSEY ST,21-1355,Hollywood,2200 - 2400,6,2021,6/1/2021,False,North,45.533735544,-122.617579644,0,"7,659,534","687,798"
1500 BLOCK OF NE 92ND AVE,21-0442,Madison South,1200 - 1400,5,2021,5/24/2021,False,East,45.533743786,-122.568618949,0,"7,672,076","687,476"
WB I84 FWY AT / NE SANDY BLVD,22-0203,Hollywood,2200 - 2400,2,2022,2/17/2022,False,North,45.533753789,-122.625508942,3,"7,657,503","687,858"
NE HALSEY ST / NE 40TH AVE,22-0165,Hollywood,0200 - 0400,2,2022,2/12/2022,True,North,45.533819253,-122.622263425,3,"7,658,335","687,860"
NE HALSEY ST / NE CESAR E CHAVEZ BLVD,22-0321,Hollywood,2000 - 2200,3,2022,3/16/2022,True,North,45.533877205,-122.622839452,0,"7,658,188","687,885"
16100 BLOCK OF NE HALSEY ST,20-0875,Wilkes,0800 - 1000,12,2020,12/14/2020,False,East,45.534035185,-122.496606138,35,"7,690,526","687,118"
1500 BLOCK OF NE 32ND AVE,21-1056,Sullivan's Gulch,0400 - 0600,10,2021,10/21/2021,False,North,45.534141275,-122.633174970,2,"7,655,543","688,051"
1500 BLOCK OF NE 32ND AVE,21-1295,Sullivan's Gulch,0600 - 0800,12,2021,12/21/2021,False,North,45.534141275,-122.633174970,7,"7,655,543","688,051"
10700 BLOCK OF NE WEIDLER ST,20-0087,Parkrose Heights,2200 - 2400,2,2020,2/20/2020,False,East,45.534196738,-122.552075731,1,"7,676,318","687,533"
NW RALEIGH ST / NW 18TH AVE,20-0830,Northwest,1400 - 1600,12,2020,12/3/2020,False,Central,45.534231688,-122.689640242,6,"7,641,080","688,471"
1900 BLOCK OF NW RALEIGH ST,21-1086,Northwest,1200 - 1400,10,2021,10/23/2021,False,Central,45.534239630,-122.691670588,0,"7,640,560","688,488"
NE 162ND AVE / NE HALSEY ST,21-1189,Wilkes,0400 - 0600,11,2021,11/28/2021,True,East,45.534260671,-122.495786488,0,"7,690,738","687,195"
NE 162ND AVE / NE HALSEY ST,21-1059,Wilkes,0000 - 0200,10,2021,10/22/2021,False,East,45.534260738,-122.495782587,5,"7,690,739","687,195"
1600 BLOCK OF NE 92ND AVE,22-0283,Madison South,1400 - 1600,3,2022,3/7/2022,True,East,45.534295373,-122.568611723,1,"7,672,083","687,677"
600 BLOCK OF NE WEIDLER ST,21-0169,Lloyd,1800 - 2000,2,2021,2/27/2021,True,North,45.534310088,-122.659103008,0,"7,648,903","688,289"
300 BLOCK OF NE WEIDLER ST,21-0292,Lloyd,0200 - 0400,4,2021,4/8/2021,True,North,45.534310312,-122.662155857,0,"7,648,121","688,310"
1500 BLOCK OF NE WEIDLER ST,21-0910,Sullivan's Gulch,1200 - 1400,9,2021,9/9/2021,False,North,45.534357770,-122.649973638,0,"7,651,242","688,244"
700 BLOCK OF NE WEIDLER ST,19-0360,Lloyd,2000 - 2200,11,2019,11/8/2019,True,North,45.534395013,-122.658087323,14,"7,649,164","688,313"
2600 BLOCK OF NE WEIDLER ST,20-0748,Sullivan's Gulch,0400 - 0600,11,2020,11/10/2020,False,North,45.534418492,-122.638631278,6,"7,654,148","688,189"
1600 BLOCK OF NE 66TH AVE,21-0152,Madison South,0400 - 0600,2,2021,2/22/2021,False,East,45.534506428,-122.594977883,2,"7,665,331","687,928"
17000 BLOCK OF NE HALSEY ST,21-1180,,2200 - 2400,11,2021,11/23/2021,False,North,45.534630412,-122.488066256,0,"7,692,719","687,281"
1600 BLOCK OF NE GRAND AVE,22-0078,Lloyd,1000 - 1200,1,2022,1/25/2022,True,North,45.534713656,-122.660695540,1,"7,648,499","688,447"
14800 BLOCK OF NE JEWELL ST,21-0193,Wilkes,0400 - 0600,3,2021,3/4/2021,True,East,45.534826685,-122.508337349,0,"7,687,528","687,481"
6500 BLOCK OF NE BROADWAY,19-0029,Madison South,0600 - 0800,1,2019,1/28/2019,False,East,45.534863159,-122.595877221,9,"7,665,104","688,064"
6500 BLOCK OF NE BROADWAY,21-0112,Madison South,1800 - 2000,2,2021,2/3/2021,False,East,45.534863159,-122.595877221,5,"7,665,104","688,064"
NE 67TH AVE / NE BROADWAY,20-0231,Madison South,0200 - 0400,6,2020,6/7/2020,False,East,45.534881065,-122.594292921,4,"7,665,510","688,060"
NE BROADWAY / NE 66TH AVE,20-0730,Madison South,1400 - 1600,10,2020,10/31/2020,False,East,45.534892231,-122.595035064,8,"7,665,320","688,069"
NE BROADWAY / NE 66TH AVE,21-1343,Madison South,2200 - 2400,2,2021,2/11/2021,False,East,45.534892231,-122.595035064,0,"7,665,320","688,069"
NE 65TH AVE / NE BROADWAY,19-0408,Madison South,2200 - 2400,12,2019,12/15/2019,True,East,45.534919145,-122.596718616,0,"7,664,889","688,090"
8300 BLOCK OF NE BROADWAY,20-0272,Madison South,0200 - 0400,6,2020,6/27/2020,False,East,45.534941176,-122.577071413,8,"7,669,922","687,968"
NE 86TH AVE / NE BROADWAY,21-0192,Madison South,1400 - 1600,3,2021,3/3/2021,False,East,45.534957521,-122.574495486,3,"7,670,582","687,957"
1900 BLOCK OF NE BROADWAY,20-0736,Sullivan's Gulch,2000 - 2200,11,2020,11/4/2020,False,North,45.534982393,-122.646206590,3,"7,652,213","688,446"
1900 BLOCK OF NE BROADWAY,21-0944,Sullivan's Gulch,2200 - 2400,9,2021,9/22/2021,False,North,45.534982393,-122.646206590,1,"7,652,213","688,446"
1900 BLOCK OF NE BROADWAY,21-1023,Sullivan's Gulch,1000 - 1200,10,2021,10/5/2021,False,North,45.534982393,-122.646206590,0,"7,652,213","688,446"
1900 BLOCK OF NE BROADWAY,21-1202,Sullivan's Gulch,0400 - 0600,11,2021,11/25/2021,False,North,45.534982393,-122.646206590,0,"7,652,213","688,446"
1400 BLOCK OF NE BROADWAY,21-0960,Lloyd,0200 - 0400,9,2021,9/26/2021,True,North,45.534994567,-122.650985448,10,"7,650,989","688,483"
800 BLOCK OF NE BROADWAY,20-0200,Lloyd,2200 - 2400,5,2020,5/20/2020,False,North,45.535014776,-122.657080246,3,"7,649,428","688,532"
N FLINT AVE / N BROADWAY,19-0340,Eliot,1800 - 2000,10,2019,10/21/2019,True,North,45.535019838,-122.668620485,0,"7,646,472","688,613"
NE 19TH AVE / NE BROADWAY,19-0354,Irvington,0200 - 0400,11,2019,11/2/2019,True,North,45.535026033,-122.646661095,16,"7,652,097","688,465"
NE 19TH AVE / NE BROADWAY,21-0986,Irvington,0000 - 0200,10,2021,10/3/2021,False,North,45.535026033,-122.646661095,36,"7,652,097","688,465"
NE 17TH AVE / NE BROADWAY,21-0294,Irvington,2200 - 2400,4,2021,4/8/2021,False,North,45.535030885,-122.648457082,0,"7,651,637","688,479"
NE BROADWAY / NE 15TH AVE,21-1096,Irvington,0000 - 0200,10,2021,10/23/2021,False,North,45.535037031,-122.650475643,0,"7,651,120","688,495"
200 BLOCK OF NE BROADWAY,21-1353,Lloyd,0600 - 0800,9,2021,9/12/2021,False,North,45.535048518,-122.663167768,0,"7,647,869","688,586"
1700 BLOCK OF NW 25TH AVE,21-0549,Northwest,2200 - 2400,6,2021,6/22/2021,False,Central,45.535059551,-122.702887169,0,"7,637,695","688,865"
NE 24TH AVE / NE BROADWAY,22-0005,Sullivan's Gulch,0200 - 0400,1,2022,1/4/2022,False,North,45.535090258,-122.641158996,3,"7,653,507","688,451"
700 BLOCK OF NE BROADWAY,19-0146,Irvington,0200 - 0400,5,2019,5/17/2019,False,North,45.535105549,-122.658090912,0,"7,649,170","688,572"
700 BLOCK OF NE BROADWAY,20-0057,Irvington,0000 - 0200,2,2020,2/2/2020,True,North,45.535105549,-122.658090912,11,"7,649,170","688,572"
700 BLOCK OF NE BROADWAY,21-0735,Irvington,0200 - 0400,8,2021,8/5/2021,True,North,45.535105549,-122.658090912,0,"7,649,170","688,572"
500 BLOCK OF NE BROADWAY,20-0343,Eliot,0000 - 0200,7,2020,7/24/2020,False,North,45.535111233,-122.660125081,8,"7,648,649","688,588"
500 BLOCK OF NE BROADWAY,21-0780,Eliot,2200 - 2400,8,2021,8/13/2021,True,North,45.535111233,-122.660125081,1,"7,648,649","688,588"
N VANCOUVER AVE / N BROADWAY,22-0213,Eliot,0800 - 1000,1,2022,1/1/2022,False,North,45.535113090,-122.667749562,3,"7,646,696","688,641"
0 BLOCK OF NE BROADWAY,21-0394,Eliot,2200 - 2400,5,2021,5/13/2021,True,North,45.535141851,-122.666224214,8,"7,647,087","688,641"
NE BROADWAY / NE 33RD AVE,21-0576,Grant Park,1400 - 1600,6,2021,6/27/2021,False,North,45.535159022,-122.630667866,0,"7,656,195","688,405"
1700 BLOCK OF NE 67TH AVE,21-0461,Madison South,0200 - 0400,6,2021,6/2/2021,False,East,45.535176391,-122.594346760,15,"7,665,499","688,168"
NE SANDY BLVD / NE 40TH AVE,20-0708,Hollywood,1000 - 1200,10,2020,10/26/2020,False,North,45.535259871,-122.621954222,14,"7,658,428","688,383"
N LARRABEE AVE / N HANCOCK ST,21-0828,Eliot,1800 - 2000,8,2021,8/24/2021,True,North,45.535427800,-122.673313037,1,"7,645,274","688,794"
14600 BLOCK OF NE BROADWAY,21-1085,Wilkes,1800 - 2000,10,2021,10/24/2021,False,East,45.535588027,-122.511865983,0,"7,686,631","687,781"
